Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
SARA DUTERTE FOR PRESIDENT 2022 MOVEMENT,,1917663581877461,work_team,,,2018-10-15 17:03:18 SGT,56710,N/A,2019-09-04 17:30:29 SGT,2019-09-04,17:30:29,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1917663581877461/permalink/2276211566022659,,http://www.congress.gov.ph/photojournal/zoom.php?photoid=2102,,,House of Representatives,"Rep. Jocelyn Pua-Tulfo (Party-list, ACT CIS) was the guest speaker during the flag raising ceremony of the House of Representatives Secretariat on Monday. In her speech, Tulfo said that prior to her election as party-list representative in Congress, she was just a plain housewife and little did she....",,,,-106
Lapu-Lapu News,,200236114139932,none,,,2020-03-11 14:28:56 SGT,15205,N/A,2020-03-12 13:46:28 SGT,2020-03-12,13:46:28,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/200236114139932/permalink/658876701609202,,https://www.facebook.com/CongresswomanPazLLC/photos/a.531064597044660/1533139833503793/?type=3,,,Paz Radaza,http://www.congress.gov.ph/photojournal/zoom.php?photoid=2327,,,,-94
Lapu-Lapu News,,200236114139932,none,,,2020-03-11 14:28:56 SGT,15205,N/A,2020-03-12 13:46:34 SGT,2020-03-12,13:46:34,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/200236114139932/permalink/658876741609198,,https://www.facebook.com/CongresswomanPazLLC/photos/a.532098136941306/1533138446837265/?type=3,,,Paz Radaza,http://www.congress.gov.ph/photojournal/zoom.php?photoid=2326,,,,-94
Lapu-Lapu News,,200236114139932,none,,,2020-03-11 14:28:56 SGT,N/A,N/A,2020-03-07 06:47:07 SGT,2020-03-07,06:47:07,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/200236114139932/permalink/655236295306576,,https://www.facebook.com/CongresswomanPazLLC/photos/a.531064597044660/1533139833503793/?type=3,,,Paz Radaza,http://www.congress.gov.ph/photojournal/zoom.php?photoid=2327,,,,-94
"Radyo Natin FM 105.7 Iba, Zambales",radyoiba,102613943108330,RADIO STATION,PH,"Broadcasting live at 3rd Flr. Primer Bldg. Palanginan, Iba, Zambales, Philippines with a power of 500 Watts.",2018-10-16 18:10:11 SGT,N/A,N/A,2012-02-13 18:51:48 SGT,2012-02-13,18:51:48,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/102613943108330/posts/186294544809331,Cong. Jun Omar Ebdane takes oath at the House of Representatives.,http://www.congress.gov.ph/photojournal/zoom.php?photoid=652,,,House of Representatives - 15th Congress of the Philippines,description,,,,-18
Sara Duterte for President 2022,,2180692282178293,none,,,2018-12-20 16:40:32 SGT,23891,N/A,2019-09-04 17:30:30 SGT,2019-09-04,17:30:30,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2180692282178293/permalink/2357683731145813,,http://www.congress.gov.ph/photojournal/zoom.php?photoid=2102,,,House of Representatives,"Rep. Jocelyn Pua-Tulfo (Party-list, ACT CIS) was the guest speaker during the flag raising ceremony of the House of Representatives Secretariat on Monday. In her speech, Tulfo said that prior to her election as party-list representative in Congress, she was just a plain housewife and little did she....",,,,-140
Philippine Legislators' Committee on Population and Development,PLCPD1989,263574640376933,NON-GOVERNMENTAL ORGANIZATION (NGO),PH,"Expanding choices, uplifting lives through policy advocacy on population and human development. This is the official Facebook page of PLCPD.",2019-01-31 06:50:20 SGT,N/A,N/A,2012-01-26 17:48:57 SGT,2012-01-26,17:48:57,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/263574640376933/posts/321459567899026,"""The two parliamentary leaders discussed SALIENT POINTS TO DEEPEN BILATERAL AND REGIONAL COOPERATION IN VARIOUS FIELDS OF CONCERN.""",http://www.congress.gov.ph/photojournal/zoom.php?photoid=646,,,House of Representatives - 15th Congress of the Philippines,description,,,,-50
AIPA,ouraipaourasean,314083342095588,NONPROFIT ORGANIZATION,ID,AIPA (ASEAN Inter-Parliamentary Assembly) is a regional parliamentary organization consist of the 10 parliaments of ASEAN Member States. ,2018-07-06 09:14:09 SGT,N/A,N/A,2015-10-06 09:19:53 SGT,2015-10-06,09:19:53,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/314083342095588/posts/357641511073104,"Speaker Feliciano R. Belmonte, Jr. welcomes H.E Igor Anatolyevich Khovaev, Ambassador Extraordinary and Plenipotentiary of the Russian Federation to the Philippines,",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1037,,,HOUSE OF REPRESENTATIVES | 16th Congress of the Philippines,"COURTESY VISITPhoto credit: Tobias Engay, Media Relations Service-PRIB02 September 2015 10:16:03 AMSpeaker Feliciano R. Belmonte, Jr. welcomes His Excellency Igor Anatolyevich Khovaev, Ambassador Extraordinary and Plenipotentiary of the Russian Federation to the Philippines, during his courtesy visi…",,,,-26
Erin Tañada,erintanada,299365322449,POLITICIAN,PH,"Atty. Lorenzo ""Erin"" Tañada III-- Liberal Party Vice President for External Affairs, human rights lawyer, former Deputy Speaker and Quezon Representative. ",2018-10-16 21:33:26 SGT,N/A,N/A,2011-08-31 11:31:55 SGT,2011-08-31,11:31:55,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/299365322449/posts/266842443333671,"HOUSE OF REPRESENTATIVES: Speaker Feliciano Belmonte, Jr. receives a symbolic framed painting from Mr. Wayne Chi, president of the Taiwan Association (Phil's.) Inc. and Mr. Michael Hsu, Deputy Rep., Taipei Economic and Cultural Office (TECO)... From left are Reps. Imelda Dimaporo, Rachel Marguerite del Mar, Zenaida Angping, Deputy Speaker Erin Tanada, and Jesus Sacdalan.",http://www.congress.gov.ph/photojournal/zoom.php?photoid=598,,,House of Representatives - 15th Congress of the Philippines,description,,,,-960
Muzon Official Group (San Jose Del Monte Bulacan),,676003892809815,none,,,2021-03-05 21:57:48 SGT,N/A,N/A,2021-02-20 13:18:50 SGT,2021-02-20,13:18:50,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/676003892809815/permalink/1044106659332868,,https://www.facebook.com/alamnahdizz/photos/a.121738382579706/451649876255220/?type=3,,"PANEL UPDATED ON RUSSIAN VACCINE FOR COVID-19 Robes Toach February 04:42:33 PM vupo ToиBT- ang society mayaman ang gobyerno. civil Participati ng lahat, The House Committee People's Participation chaired San Jose Del Monte People's klase athigits nasa City Rep. Florida Robes held online the Russian Federation update the Russia's vaccine In opening remarks, Robes said achieving goal immunizing against the ang COVID-19 definite mahirap, government action has become not only ""Dahil from ives well. She people's participation COVID-19 vaccination program. people's participation naguugnay klase tao, mahirap, higit ahat, society nasa she said. Robes also @ole slump but the ang",Alam na Diz,"NEWS ALERT!

The House Committee on People’s Participation chaired by San Jose Del Monte City Rep. Florida Robes held an online discussion Thursday with the Russian Federation Embassy for an update on the status of Russia’s vaccine for COVID-19. In her opening remarks, Robes said achieving the goal of immunizing Filipinos against the COVID-19 disease to definite courses of government action has become more imperative not only for the country to recover from the economic slump but to save lives as well. She stressed the importance of people’s participation in the COVID-19 vaccination program. “Dahil ang people’s participation ay naguugnay sa lahat ng klase ng tao, mayaman man o mahirap, at higit sa lahat, ang civil society o ang nasa gobyerno,” she said.

#WorkingCongresswoman

https://www.congress.gov.ph/photojournal/zoom.php?photoid=2846

ctto",,,,-4
Muzon Official Group (San Jose Del Monte Bulacan),,676003892809815,none,,,2021-03-05 21:57:48 SGT,N/A,N/A,2021-02-20 23:02:25 SGT,2021-02-20,23:02:25,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/676003892809815/permalink/1044354925974708,,https://www.facebook.com/alamnahdizz/photos/a.121738382579706/451649876255220/?type=3,,"PANEL UPDATED ON RUSSIAN VACCINE FOR COVID-19 Robes Toach February 04:42:33 PM vupo ToиBT- ang society mayaman ang gobyerno. civil Participati ng lahat, The House Committee People's Participation chaired San Jose Del Monte People's klase athigits nasa City Rep. Florida Robes held online the Russian Federation update the Russia's vaccine In opening remarks, Robes said achieving goal immunizing against the ang COVID-19 definite mahirap, government action has become not only ""Dahil from ives well. She people's participation COVID-19 vaccination program. people's participation naguugnay klase tao, mahirap, higit ahat, society nasa she said. Robes also @ole slump but the ang",Alam na Diz,"NEWS ALERT!

The House Committee on People’s Participation chaired by San Jose Del Monte City Rep. Florida Robes held an online discussion Thursday with the Russian Federation Embassy for an update on the status of Russia’s vaccine for COVID-19. In her opening remarks, Robes said achieving the goal of immunizing Filipinos against the COVID-19 disease to definite courses of government action has become more imperative not only for the country to recover from the economic slump but to save lives as well. She stressed the importance of people’s participation in the COVID-19 vaccination program. “Dahil ang people’s participation ay naguugnay sa lahat ng klase ng tao, mayaman man o mahirap, at higit sa lahat, ang civil society o ang nasa gobyerno,” she said.

#WorkingCongresswoman

https://www.congress.gov.ph/photojournal/zoom.php?photoid=2846

ctto",,,,-4
Balitang San Jose del Monte Bulacan,,170754190895983,none,,,2020-07-25 01:15:54 SGT,44220,N/A,2021-02-20 13:18:58 SGT,2021-02-20,13:18:58,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/170754190895983/permalink/439811093990290,,https://www.facebook.com/alamnahdizz/photos/a.121738382579706/451649876255220/?type=3,,"PANEL UPDATED ON RUSSIAN VACCINE FOR COVID-19 Robes Toach February 04:42:33 PM vupo ToиBT- ang society mayaman ang gobyerno. civil Participati ng lahat, The House Committee People's Participation chaired San Jose Del Monte People's klase athigits nasa City Rep. Florida Robes held online the Russian Federation update the Russia's vaccine In opening remarks, Robes said achieving goal immunizing against the ang COVID-19 definite mahirap, government action has become not only ""Dahil from ives well. She people's participation COVID-19 vaccination program. people's participation naguugnay klase tao, mahirap, higit ahat, society nasa she said. Robes also @ole slump but the ang",Alam na Diz,"NEWS ALERT!

The House Committee on People’s Participation chaired by San Jose Del Monte City Rep. Florida Robes held an online discussion Thursday with the Russian Federation Embassy for an update on the status of Russia’s vaccine for COVID-19. In her opening remarks, Robes said achieving the goal of immunizing Filipinos against the COVID-19 disease to definite courses of government action has become more imperative not only for the country to recover from the economic slump but to save lives as well. She stressed the importance of people’s participation in the COVID-19 vaccination program. “Dahil ang people’s participation ay naguugnay sa lahat ng klase ng tao, mayaman man o mahirap, at higit sa lahat, ang civil society o ang nasa gobyerno,” she said.

#WorkingCongresswoman

https://www.congress.gov.ph/photojournal/zoom.php?photoid=2846

ctto",,,,-286
Balitang San Jose del Monte Bulacan,,170754190895983,none,,,2020-07-25 01:15:54 SGT,44220,N/A,2021-02-20 22:17:14 SGT,2021-02-20,22:17:14,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/170754190895983/permalink/440012697303463,,https://www.facebook.com/alamnahdizz/photos/a.121738382579706/451649876255220/?type=3,,"PANEL UPDATED ON RUSSIAN VACCINE FOR COVID-19 Robes Toach February 04:42:33 PM vupo ToиBT- ang society mayaman ang gobyerno. civil Participati ng lahat, The House Committee People's Participation chaired San Jose Del Monte People's klase athigits nasa City Rep. Florida Robes held online the Russian Federation update the Russia's vaccine In opening remarks, Robes said achieving goal immunizing against the ang COVID-19 definite mahirap, government action has become not only ""Dahil from ives well. She people's participation COVID-19 vaccination program. people's participation naguugnay klase tao, mahirap, higit ahat, society nasa she said. Robes also @ole slump but the ang",Alam na Diz,"NEWS ALERT!

The House Committee on People’s Participation chaired by San Jose Del Monte City Rep. Florida Robes held an online discussion Thursday with the Russian Federation Embassy for an update on the status of Russia’s vaccine for COVID-19. In her opening remarks, Robes said achieving the goal of immunizing Filipinos against the COVID-19 disease to definite courses of government action has become more imperative not only for the country to recover from the economic slump but to save lives as well. She stressed the importance of people’s participation in the COVID-19 vaccination program. “Dahil ang people’s participation ay naguugnay sa lahat ng klase ng tao, mayaman man o mahirap, at higit sa lahat, ang civil society o ang nasa gobyerno,” she said.

#WorkingCongresswoman

https://www.congress.gov.ph/photojournal/zoom.php?photoid=2846

ctto",,,,-286
Balitang San Jose del Monte Bulacan,,170754190895983,none,,,2020-07-25 01:15:54 SGT,44220,N/A,2021-02-20 23:02:01 SGT,2021-02-20,23:02:01,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/170754190895983/permalink/440032977301435,,https://www.facebook.com/alamnahdizz/photos/a.121738382579706/451649876255220/?type=3,,"PANEL UPDATED ON RUSSIAN VACCINE FOR COVID-19 Robes Toach February 04:42:33 PM vupo ToиBT- ang society mayaman ang gobyerno. civil Participati ng lahat, The House Committee People's Participation chaired San Jose Del Monte People's klase athigits nasa City Rep. Florida Robes held online the Russian Federation update the Russia's vaccine In opening remarks, Robes said achieving goal immunizing against the ang COVID-19 definite mahirap, government action has become not only ""Dahil from ives well. She people's participation COVID-19 vaccination program. people's participation naguugnay klase tao, mahirap, higit ahat, society nasa she said. Robes also @ole slump but the ang",Alam na Diz,"NEWS ALERT!

The House Committee on People’s Participation chaired by San Jose Del Monte City Rep. Florida Robes held an online discussion Thursday with the Russian Federation Embassy for an update on the status of Russia’s vaccine for COVID-19. In her opening remarks, Robes said achieving the goal of immunizing Filipinos against the COVID-19 disease to definite courses of government action has become more imperative not only for the country to recover from the economic slump but to save lives as well. She stressed the importance of people’s participation in the COVID-19 vaccination program. “Dahil ang people’s participation ay naguugnay sa lahat ng klase ng tao, mayaman man o mahirap, at higit sa lahat, ang civil society o ang nasa gobyerno,” she said.

#WorkingCongresswoman

https://www.congress.gov.ph/photojournal/zoom.php?photoid=2846

ctto",,,,-286
